City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,black river,18.03,-77.85,82.4,74,20,4.7,JM,1593565999
281,chapais,49.78,-74.85,80.6,42,1,3.36,CA,1593565660
282,sao filipe,14.9,-24.5,73.47,78,18,3.27,CV,1593565914
283,nikolskoye,59.7,30.79,59.0,87,75,13.42,RU,1593565920
284,kahului,20.89,-156.47,91.4,43,20,20.8,US,1593565911
285,kadhan,24.48,68.99,86.4,68,96,5.19,PK,1593566000
286,kodinsk,58.69,99.18,73.96,55,56,4.68,RU,1593566000
287,port shepstone,-30.74,30.45,60.35,79,30,8.59,ZA,1593566000
288,ilulissat,69.22,-51.1,44.6,70,100,2.24,GL,1593565950
289,barrow,71.29,-156.79,37.4,93,90,10.29,US,1593565918
290,tateyama,34.98,139.87,77.0,88,75,16.11,JP,1593566000
291,matara,5.95,80.54,78.35,88,73,6.78,LK,1593566000
292,hasaki,35.73,140.83,79.0,83,75,17.22,JP,1593565931
293,torbay,47.67,-52.73,69.01,94,90,13.87,CA,1593565927
294,lagoa,39.05,-27.98,64.56,88,78,7.47,PT,1593566001
295,sendai,38.27,140.87,73.4,88,75,4.7,JP,1593566001
296,lavrentiya,65.58,-171.0,44.15,86,100,14.07,RU,1593565661
297,inta,66.03,60.17,45.77,72,100,11.25,RU,1593566001
298,dhidhdhoo,6.88,73.1,83.46,75,98,11.63,MV,1593566001
299,areosa,41.72,-8.86,66.99,100,90,13.87,PT,1593566001
300,aykhal,66.0,111.5,78.8,39,89,4.47,RU,1593565955
301,mezen,65.85,44.24,53.33,64,46,12.5,RU,1593566001
302,hervey bay,-25.3,152.85,69.01,77,3,5.01,AU,1593565745
303,sartell,45.62,-94.21,84.2,62,1,16.11,US,1593566002
304,standerton,-26.93,29.24,37.0,94,0,2.35,ZA,1593566003
305,awbari,26.59,12.78,81.19,19,0,6.02,LY,1593566003
306,pizarro,4.95,-77.37,77.74,85,94,3.33,CO,1593566003
307,almaznyy,48.04,40.05,66.2,68,0,6.71,RU,1593566003
308,cervo,43.67,-7.41,66.0,87,2,3.0,ES,1593566003
309,kalianget,-7.05,113.93,82.4,71,0,12.46,ID,1593566003
310,bartica,6.4,-58.62,80.6,83,57,4.7,GY,1593566003
311,kaniama,-7.57,24.18,72.45,41,100,5.06,CD,1593566004
312,ushtobe,45.25,77.98,73.24,24,20,7.18,KZ,1593566004
313,kuching,1.55,110.33,78.8,94,20,2.24,MY,1593566004
314,karratha,-20.74,116.85,78.35,37,86,9.17,AU,1593566005
315,richards bay,-28.78,32.04,60.15,78,29,1.72,ZA,1593566005
316,alice springs,-23.7,133.88,66.2,29,0,9.48,AU,1593566005
317,farah,32.5,62.5,71.62,22,0,2.84,AF,1593566005
318,collie,-33.37,116.15,48.99,85,63,1.99,AU,1593566006
319,bandundu,-3.32,17.37,74.28,68,0,2.86,CD,1593566006
320,iranshahr,27.2,60.68,91.4,52,0,9.17,IR,1593566006
321,isetskoye,56.49,65.32,48.79,94,100,9.69,RU,1593566006
322,rantepao,-2.97,119.9,74.98,76,24,1.83,ID,1593566006
323,rusape,-18.53,32.13,46.38,96,31,7.16,ZW,1593566007
324,novyy urgal,51.07,132.56,78.66,45,0,1.01,RU,1593566007
325,casma,-41.01,-73.12,50.0,93,100,11.41,CL,1593566007
326,cayenne,4.93,-52.33,77.0,100,99,8.05,GF,1593566007
327,rawson,-43.3,-65.1,45.05,90,99,20.92,AR,1593565915
328,morondava,-20.28,44.28,68.38,64,0,14.05,MG,1593565933
329,bereda,43.27,-7.54,61.0,99,85,1.99,ES,1593566008
330,mahebourg,-20.41,57.7,64.4,93,20,3.36,MU,1593565910
331,mancio lima,-7.61,-72.9,74.17,83,2,0.81,BR,1593565949
332,labuhan,-6.88,112.21,79.75,75,0,5.64,ID,1593565649
333,rio gallegos,-51.62,-69.22,19.4,92,0,3.36,AR,1593565949
334,hindoria,23.9,79.57,84.24,67,0,3.87,IN,1593566008
335,berdigestyakh,62.1,126.7,82.85,26,0,5.5,RU,1593566008
336,porecatu,-22.76,-51.38,77.0,47,95,10.29,BR,1593566009
337,bac lieu,9.29,105.72,82.9,74,99,7.45,VN,1593566009
338,san felipe,10.34,-68.74,71.46,92,20,2.51,VE,1593566009
339,arona,28.1,-16.68,73.99,73,20,8.05,ES,1593566009
340,williston,48.15,-103.62,61.0,100,90,5.82,US,1593566009
341,fort nelson,58.81,-122.7,73.4,43,75,3.36,CA,1593566009
342,mount pleasant,32.79,-79.86,78.01,88,40,4.7,US,1593565862
343,timbiqui,2.77,-77.67,75.69,92,64,4.72,CO,1593566010
344,salina,38.84,-97.61,98.6,39,1,18.34,US,1593565853
345,bohorodchany,48.81,24.54,57.94,88,3,6.38,UA,1593566010
346,fairbanks,64.84,-147.72,53.01,76,90,10.29,US,1593565921
347,anadyr,64.75,177.48,44.6,93,90,4.47,RU,1593566010
348,constitucion,-35.33,-72.42,53.28,81,100,0.34,CL,1593565922
349,okitipupa,6.5,4.78,73.56,98,99,2.33,NG,1593565949
350,ponta delgada,37.73,-25.67,66.99,88,75,5.82,PT,1593565912
351,lehola,59.29,24.33,57.2,93,75,11.41,EE,1593566010
352,los llanos de aridane,28.66,-17.92,69.8,83,40,12.75,ES,1593565941
353,diego de almagro,-26.37,-70.05,49.89,57,0,2.68,CL,1593566011
354,na wa,17.49,104.1,82.4,83,75,8.05,TH,1593566011
355,bulgan,48.81,103.53,65.8,58,0,7.49,MN,1593566011
356,antalaha,-14.9,50.28,65.95,86,1,7.38,MG,1593566011
357,tongzi,28.78,105.09,77.63,87,98,1.54,CN,1593566011
358,novyy urengoy,66.08,76.63,49.05,81,95,5.21,RU,1593566012
359,port lincoln,-34.73,135.87,61.95,62,0,24.54,AU,1593566013
360,sao caetano de odivelas,-0.75,-48.02,74.61,94,13,4.45,BR,1593566013
361,isangel,-19.55,169.27,75.2,57,40,9.17,VU,1593565670
362,sao joao da barra,-21.64,-41.05,71.17,82,2,17.49,BR,1593565932
363,pokhara,28.23,83.98,72.97,85,99,0.83,NP,1593566013
364,tsogni,-2.79,10.1,68.74,89,91,1.72,GA,1593566013
365,kaeo,-35.1,173.78,57.99,3,38,5.99,NZ,1593565950
366,ust-kulom,61.69,53.69,44.56,72,100,3.09,RU,1593566014
367,hami,42.8,93.45,75.6,31,0,4.99,CN,1593565956
368,ginda,30.69,78.49,75.2,94,75,3.36,IN,1593566014
369,do gonbadan,30.36,50.8,75.2,23,0,3.2,IR,1593566014
370,lompoc,34.64,-120.46,66.99,72,1,12.75,US,1593565652
371,nyurba,63.28,118.33,81.82,45,0,4.97,RU,1593566014
372,olafsvik,64.89,-23.71,50.04,87,48,8.01,IS,1593565947
373,gravdal,68.12,13.5,45.9,85,86,16.93,NO,1593566014
374,xai-xai,-25.05,33.64,65.86,78,80,11.5,MZ,1593566014
375,batemans bay,-35.72,150.18,64.0,56,93,1.01,AU,1593565881
376,kruisfontein,-34.0,24.73,53.82,54,0,8.66,ZA,1593565916
377,cockburn town,21.46,-71.14,82.4,78,0,15.55,TC,1593566015
378,cabedelo,-6.98,-34.83,73.4,100,40,1.12,BR,1593565917
379,vestmannaeyjar,63.44,-20.27,48.88,80,100,9.04,IS,1593566015
380,vostok,46.49,135.88,71.47,48,0,5.01,RU,1593566015
381,louga,58.74,29.85,55.33,87,64,9.17,RU,1593566015
382,grand gaube,-20.01,57.66,66.0,81,20,5.01,MU,1593565936
383,eureka,40.8,-124.16,62.01,25,11,5.99,US,1593565702
384,maungatapere,-35.75,174.2,57.99,80,77,1.01,NZ,1593566016
385,wairoa,-39.03,177.37,51.01,53,90,10.0,NZ,1593566016
386,sakaraha,-22.9,44.53,54.64,87,0,4.18,MG,1593566016
387,cotonou,6.37,2.42,77.9,84,100,9.84,BJ,1593566016
388,dalvik,65.97,-18.53,46.4,75,6,4.7,IS,1593566016
389,kendari,-3.94,122.5,79.9,81,0,2.19,ID,1593566016
390,yenagoa,4.92,6.26,74.12,94,97,1.95,NG,1593566016
391,capaci,38.17,13.24,77.0,88,0,4.7,IT,1593566016
392,aguimes,27.91,-15.45,71.6,73,75,25.28,ES,1593566017
393,salalah,17.02,54.09,84.2,89,90,4.7,OM,1593566017
394,safaga,26.73,33.94,82.94,34,0,13.11,EG,1593566017
395,lima,-12.04,-77.03,59.0,87,75,5.35,PE,1593565905
396,tecoanapa,16.52,-98.75,83.91,69,100,3.69,MX,1593566017
397,hailar,49.2,119.7,74.16,48,99,5.32,CN,1593566017
398,college,64.86,-147.8,53.01,62,75,9.42,US,1593566018
399,abha,18.22,42.51,73.4,43,91,5.82,SA,1593566018
400,brae,60.4,-1.35,50.0,76,100,13.87,GB,1593566018
401,soc trang,9.6,105.98,80.6,100,75,4.7,VN,1593566018
402,leh,34.17,77.58,56.46,37,0,5.7,IN,1593566018
403,nishihara,26.18,127.76,87.8,84,75,18.34,JP,1593566018
404,gizo,-8.1,156.84,83.37,71,51,3.44,SB,1593566019
405,walvis bay,-22.96,14.51,69.01,24,0,1.01,NA,1593565906
406,kilemary,56.78,46.87,44.98,89,100,4.74,RU,1593566020
407,yerbogachen,61.28,108.01,79.48,49,100,1.9,RU,1593565660
408,riberalta,-10.98,-66.1,74.01,65,100,2.01,BO,1593566020
409,yeniseysk,58.45,92.17,67.96,57,5,3.04,RU,1593566020
410,puri,19.8,85.85,80.6,94,40,4.7,IN,1593565950
411,thunder bay,48.4,-89.32,75.2,69,75,10.29,CA,1593565784
412,shakhtinsk,49.71,72.59,66.2,52,80,11.18,KZ,1593566020
413,shibetsu,43.66,145.13,66.2,88,75,8.05,JP,1593566020
414,kropotkin,45.44,40.58,66.97,87,0,3.83,RU,1593566020
415,elliot lake,46.38,-82.63,77.0,61,1,5.82,CA,1593565785
416,lakes entrance,-37.88,147.98,59.05,60,60,6.33,AU,1593566021
417,perigueux,45.18,0.72,64.0,87,47,3.11,FR,1593566021
418,qiongshan,20.01,110.35,82.4,83,84,2.24,CN,1593566021
419,champerico,14.3,-91.92,81.41,78,100,4.07,GT,1593566021
420,bose,45.46,8.01,73.4,73,40,3.36,IT,1593566021
421,soe,-9.86,124.28,71.64,69,78,5.64,ID,1593566021
422,romodanovo,54.43,45.33,47.89,91,100,7.65,RU,1593566021
423,akureyri,65.68,-18.09,46.4,75,4,4.7,IS,1593566021
424,isla vista,34.41,-119.86,78.01,68,1,14.99,US,1593565853
425,brownwood,31.71,-98.99,91.4,43,1,10.29,US,1593566022
426,orangeburg,33.49,-80.86,86.0,58,1,9.17,US,1593565765
427,victoria,22.29,114.16,87.01,79,40,6.93,HK,1593565910
428,coihaique,-45.58,-72.07,35.6,88,90,3.36,CL,1593565655
429,rovaniemi,66.5,25.72,53.6,93,90,11.41,FI,1593566022
430,babu,24.42,111.52,86.9,65,100,2.08,CN,1593566022
431,beroroha,-21.67,45.17,61.75,68,0,5.82,MG,1593566022
432,esperance,-33.87,121.9,48.2,87,40,19.46,AU,1593565920
433,jablah,35.36,35.93,71.6,78,20,9.17,SY,1593566023
434,oksfjord,70.24,22.35,44.6,81,99,16.11,NO,1593566023
435,bidor,4.11,101.29,80.6,83,20,4.7,MY,1593566023
436,buraydah,26.33,43.98,87.8,25,0,4.7,SA,1593566023
437,san jose,37.34,-121.89,86.0,32,1,18.34,US,1593565914
438,ismailia,30.6,32.27,67.73,73,0,5.95,EG,1593565844
439,kieta,-6.22,155.63,84.72,61,77,4.38,PG,1593566023
440,ayan,56.45,138.17,54.12,72,12,10.6,RU,1593566023
441,mayo,38.89,-76.51,81.0,74,40,3.78,US,1593565923
442,nkhotakota,-12.93,34.3,67.73,72,67,16.87,MW,1593566024
443,padang,-0.95,100.35,79.97,66,24,3.91,ID,1593565653
444,ajdabiya,30.76,20.23,70.05,75,0,8.75,LY,1593566024
445,nuuk,64.18,-51.72,46.4,75,75,4.7,GL,1593565674
446,gilgit,35.92,74.31,75.25,34,15,1.03,PK,1593566024
447,stokmarknes,68.56,14.91,44.6,93,75,7.45,NO,1593566024
448,flin flon,54.77,-101.86,62.46,85,100,10.85,CA,1593566024
449,laguna,38.42,-121.42,93.0,18,1,11.41,US,1593566024
450,tamalin,21.35,-97.8,80.96,84,98,10.09,MX,1593566025
451,den helder,52.96,4.76,61.0,93,90,6.93,NL,1593566025
452,komsomolskiy,40.43,71.72,73.4,40,68,4.7,UZ,1593565937
453,sambava,-14.27,50.17,66.61,79,0,8.99,MG,1593565953
454,urdoma,61.75,48.54,46.94,72,73,7.16,RU,1593566025
455,acandi,8.51,-77.28,77.74,87,100,3.36,CO,1593566025
456,ponta do sol,32.67,-17.1,69.8,68,40,11.41,PT,1593565906
457,port said,31.26,32.28,74.8,77,0,8.95,EG,1593566025
458,whitianga,-36.83,175.7,55.0,66,0,4.0,NZ,1593566025
459,tuatapere,-46.13,167.68,39.0,83,95,3.0,NZ,1593565652
460,ladario,-19.0,-57.6,79.59,59,100,4.38,BR,1593566026
461,lebu,-37.62,-73.65,51.22,92,100,22.1,CL,1593565913
462,nabire,-3.37,135.48,81.73,81,75,1.99,ID,1593566026
463,inhambane,-23.86,35.38,66.13,80,26,12.68,MZ,1593565952
464,palermo,37.82,13.58,73.99,64,0,0.69,IT,1593566026
465,fortuna,40.6,-124.16,64.0,72,75,20.8,US,1593565920
466,mitrofanovka,49.97,39.69,60.91,66,100,7.72,RU,1593566026
467,zhanaozen,43.3,52.8,71.2,54,0,7.54,KZ,1593566026
468,san patricio,19.22,-104.7,86.0,66,40,17.22,MX,1593565934
469,borazjan,29.27,51.22,79.54,25,0,0.89,IR,1593566027
470,khor,47.89,134.95,73.06,75,0,1.1,RU,1593566027
471,canon city,38.44,-105.24,84.99,9,12,3.0,US,1593565862
472,sao sebastiao do paraiso,-20.92,-46.99,58.96,84,25,6.06,BR,1593566027
473,forssa,60.81,23.62,57.99,95,88,1.99,FI,1593566027
474,yazykovo,55.22,56.14,43.18,88,0,3.94,RU,1593566028
475,bolobo,-2.17,16.23,72.93,82,89,3.31,CD,1593566028
476,malakal,9.53,31.66,76.62,72,100,5.21,SS,1593566028
477,marsa matruh,31.35,27.25,72.82,86,0,13.8,EG,1593565953
478,neiafu,-18.65,-173.98,78.8,83,75,11.68,TO,1593565936
479,madhupur,24.25,86.65,85.32,69,100,5.82,IN,1593566028
480,karaton,-6.34,106.1,82.4,74,20,3.36,ID,1593566028
481,prainha,-1.8,-53.48,74.43,93,100,2.77,BR,1593566029
482,wenling,28.37,121.36,81.0,62,100,5.57,CN,1593566029
483,bilibino,68.05,166.44,43.43,77,100,6.15,RU,1593565906
484,medina,24.47,39.61,93.2,14,0,4.0,SA,1593566029
485,kitui,-1.37,38.01,61.16,93,87,6.67,KE,1593566029
486,puerto del rosario,28.5,-13.86,71.6,78,75,13.87,ES,1593566029
487,biak,-0.91,122.88,78.01,82,100,5.03,ID,1593566029
488,eidfjord,60.47,7.07,48.0,82,60,4.0,NO,1593566030
489,maniitsoq,65.42,-52.9,50.32,64,100,8.93,GL,1593565955
490,sitka,57.05,-135.33,57.2,71,75,16.11,US,1593565918
491,pakokku,21.33,95.1,84.79,67,100,11.61,MM,1593566030
492,manado,1.49,124.85,84.2,70,20,2.15,ID,1593565893
493,morgan city,29.7,-91.21,84.99,88,1,5.82,US,1593566030
494,barentu,15.11,37.59,75.9,60,0,9.15,ER,1593566030
495,santo antonio do sudoeste,-26.07,-53.73,51.19,95,11,8.52,BR,1593566030
496,matamoros,25.53,-103.25,95.0,23,40,6.93,MX,1593566030
497,qaqortoq,60.72,-46.03,44.6,75,94,10.29,GL,1593566030
498,muyezerskiy,63.93,31.65,53.64,75,100,20.07,RU,1593566030
499,ketchikan,55.34,-131.65,64.4,55,40,16.11,US,1593565957
500,ust-maya,60.42,134.53,71.6,35,0,6.33,RU,1593565930
501,vagur,61.47,-6.81,48.0,72,100,18.39,FO,1593566031
502,yarkovo,57.4,67.08,48.79,96,43,4.9,RU,1593566031
503,mana,5.66,-53.78,78.84,86,97,7.76,GF,1593566031
504,urucara,-2.54,-57.76,74.52,92,0,2.26,BR,1593565865
505,kosh-agach,50.0,88.67,49.6,84,100,2.53,RU,1593566031
506,nova esperanca,4.44,-61.12,70.12,91,100,0.49,BR,1593566031
507,ahmadnagar,19.08,74.73,75.4,87,100,6.76,IN,1593566032
508,salyan,39.59,48.98,74.3,68,100,3.51,AZ,1593565988
509,surami,42.02,43.56,60.73,89,100,3.22,GE,1593566032
510,kloulklubed,7.04,134.26,84.2,74,75,8.05,PW,1593566032
511,mandla,22.6,80.38,77.67,83,0,4.9,IN,1593566033
512,alcudia,39.85,3.12,77.0,53,0,9.17,ES,1593566033
513,samsun,41.25,36.33,62.6,82,0,2.24,TR,1593566033
514,tezu,27.92,96.17,79.65,74,100,0.67,IN,1593566034
515,deputatskiy,69.3,139.9,60.06,43,100,10.58,RU,1593565952
516,mirnyy,62.54,113.96,78.8,50,0,2.24,RU,1593566034
517,atasu,48.68,71.64,71.8,37,91,3.38,KZ,1593566034
518,ban nahin,18.24,104.21,78.55,90,99,2.84,LA,1593566034
519,hofn,64.25,-15.21,43.45,78,61,3.27,IS,1593565960
520,belaya gora,68.53,146.42,63.54,32,26,3.53,RU,1593565911
521,ambon,-3.7,128.18,79.0,100,75,5.82,ID,1593566034
522,sur,22.57,59.53,81.54,80,35,10.69,OM,1593566035
523,kavarna,43.43,28.33,75.2,47,0,10.29,BG,1593566035
524,amapa,1.0,-52.0,72.54,98,4,1.59,BR,1593565914
525,jinxiang,22.86,115.7,86.05,72,100,4.63,CN,1593566035
526,asosa,10.07,34.53,61.84,100,100,1.81,ET,1593566035
527,ishikawa,26.42,127.82,87.8,79,75,23.04,JP,1593566035
528,kingman,35.19,-114.05,93.99,8,1,8.05,US,1593566035
529,kandrian,-6.22,149.55,83.88,73,57,6.33,PG,1593565915
530,wilmington,34.23,-77.94,75.99,94,20,3.36,US,1593566035
531,algete,40.6,-3.5,79.0,50,0,6.93,ES,1593566035
532,goure,13.98,10.27,84.99,50,99,4.0,NE,1593566035
533,ustka,54.58,16.86,58.87,81,11,19.95,PL,1593566036
534,brigantine,39.41,-74.36,75.2,64,90,4.7,US,1593566036
535,camacha,33.08,-16.33,69.8,83,40,6.93,PT,1593565956
536,sidi ali,36.1,0.42,71.04,86,0,8.86,DZ,1593566036
537,bakaly,55.18,53.8,45.27,86,0,1.61,RU,1593566036
538,planeta rica,8.41,-75.59,76.39,89,100,9.8,CO,1593566036
539,natchitoches,31.77,-93.13,84.2,79,1,5.5,US,1593566036
540,naze,28.37,129.48,75.2,94,75,10.29,JP,1593566036
541,atocha,-20.93,-66.23,33.1,68,0,6.08,BO,1593565865
542,alofi,-19.06,-169.92,79.7,83,65,17.87,NU,1593565956
543,dicabisagan,17.08,122.42,87.19,67,98,8.93,PH,1593566037
544,ouesso,1.61,16.05,69.93,94,96,2.33,CG,1593566037
545,bobo dioulasso,11.18,-4.3,80.6,78,53,2.24,BF,1593566037
546,aquiraz,-3.9,-38.39,78.8,78,0,5.82,BR,1593565715
547,tromso,69.65,18.96,42.8,81,75,8.05,NO,1593566037
548,batticaloa,7.71,81.69,81.18,73,94,4.09,LK,1593566038
549,arrifes,37.77,-25.7,66.99,88,75,5.82,PT,1593566038
550,poum,-20.23,164.02,70.61,64,0,17.09,NC,1593565955
551,sovetskiy,61.36,63.58,48.49,67,100,3.91,RU,1593566038
552,hovd,48.01,91.64,61.16,53,95,6.55,MN,1593566038
553,bilma,18.69,12.92,83.17,14,0,3.65,NE,1593566038
554,meridian,43.61,-116.39,75.0,38,1,3.36,US,1593566015
555,columbus,39.96,-83.0,82.4,65,75,8.05,US,1593565803
556,iglas,27.72,77.93,90.41,48,0,8.43,IN,1593566039
557,vesyegonsk,58.66,37.26,54.23,98,100,5.55,RU,1593566039
558,pedernales,18.04,-71.74,81.14,71,17,7.38,DO,1593566039
559,bure,10.7,37.07,55.67,92,29,2.42,ET,1593566039
560,hastings,50.86,0.57,60.01,99,100,1.99,GB,1593566039
561,caboolture,-27.08,152.95,69.01,81,0,2.37,AU,1593566039
562,waipawa,-41.41,175.52,48.2,70,100,35.57,NZ,1593565946
